1.000000000009398048e-04,9.998999999999990118e-01
1.000000000001627029e-04,9.998999999999997890e-01
9.999999999993558963e-05,9.999000000000000110e-01
1.000000000006643090e-04,9.998999999999993449e-01
1.000000000006697436e-04,9.998999999999993449e-01
1.000000000003892740e-04,9.998999999999995669e-01
1.000000000001213541e-04,9.998999999999999000e-01
1.000000000001745884e-04,9.998999999999997890e-01
1.000000000002186342e-04,9.998999999999997890e-01
1.000000000006481002e-04,9.998999999999993449e-01
1.000000000006754899e-04,9.998999999999993449e-01
9.999999999993436990e-05,9.999000000000000110e-01
1.000000000003499446e-04,9.998999999999996779e-01
1.000000000002188374e-04,9.998999999999997890e-01
1.000000000002335148e-04,9.998999999999997890e-01
9.999999999997697905e-05,9.999000000000000110e-01
1.000000000005305727e-04,9.998999999999994559e-01
1.000000000001832485e-04,9.998999999999997890e-01
1.000000000002499812e-04,9.998999999999997890e-01
9.999999999995074136e-05,9.999000000000000110e-01
1.000000000000498103e-04,9.998999999999999000e-01
1.000000000006112915e-04,9.998999999999993449e-01
9.999999999996068891e-05,9.999000000000000110e-01
9.999999999995444120e-05,9.999000000000000110e-01
1.000000000004053067e-04,9.998999999999995669e-01
1.000000000001817577e-04,9.998999999999997890e-01
1.000000000009619632e-04,9.998999999999990118e-01
1.000000000002183225e-04,9.998999999999997890e-01
9.999999999995163582e-05,9.999000000000000110e-01
1.000000000006188674e-04,9.998999999999993449e-01
1.000000000002275924e-04,9.998999999999997890e-01
1.000000000002964257e-04,9.998999999999996779e-01
1.000000000002218055e-04,9.998999999999997890e-01
1.000000000001593825e-04,9.998999999999997890e-01
9.999999999995079557e-05,9.999000000000000110e-01
1.000000000000461105e-04,9.998999999999999000e-01
1.000000000001796842e-04,9.998999999999997890e-01
1.000000000003007760e-04,9.998999999999996779e-01
1.000000000003342779e-04,9.998999999999996779e-01
1.000000000003951558e-04,9.998999999999996779e-01
1.000000000006367974e-04,9.998999999999993449e-01
1.000000000004008750e-04,9.998999999999995669e-01
1.000000000006560691e-04,9.998999999999993449e-01
1.000000000009689021e-04,9.998999999999990118e-01
1.000000000001811614e-04,9.998999999999997890e-01
1.000000000003778628e-04,9.998999999999995669e-01
1.000000000003902227e-04,9.998999999999995669e-01
1.000000000009621122e-04,9.998999999999990118e-01
1.000000000002202605e-04,9.998999999999997890e-01
1.000000000003845035e-04,9.998999999999995669e-01
1.000000000000597308e-04,9.998999999999999000e-01
1.000000000002596170e-04,9.998999999999997890e-01
1.000000000003199935e-04,9.998999999999996779e-01
1.000000000001713223e-04,9.998999999999997890e-01
1.000000000002565270e-04,9.998999999999997890e-01
1.000000000002095540e-04,9.998999999999997890e-01
1.000000000006059518e-04,9.998999999999993449e-01
1.000000000001786135e-04,9.998999999999997890e-01
1.000000000008222231e-04,9.998999999999991228e-01
1.000000000002826970e-04,9.998999999999996779e-01
1.000000000003966466e-04,9.998999999999995669e-01
1.000000000006104784e-04,9.998999999999993449e-01
1.000000000002306010e-04,9.998999999999997890e-01
1.000000000002292458e-04,9.998999999999997890e-01
1.000000000000708167e-04,9.998999999999999000e-01
1.000000000009561491e-04,9.998999999999990118e-01
1.000000000006306310e-04,9.998999999999993449e-01
1.000000000002161676e-04,9.998999999999997890e-01
1.000000000003990590e-04,9.998999999999995669e-01
1.000000000005150686e-04,9.998999999999994559e-01
1.000000000001614967e-04,9.998999999999997890e-01
1.000000000006325825e-04,9.998999999999993449e-01
1.000000000006632248e-04,9.998999999999993449e-01
1.000000000008326043e-04,9.998999999999991228e-01
1.000000000005185922e-04,9.998999999999994559e-01
1.000000000006585356e-04,9.998999999999993449e-01
1.000000000000827159e-04,9.998999999999999000e-01
1.000000000003983271e-04,9.998999999999995669e-01
1.000000000009490476e-04,9.998999999999990118e-01
1.000000000006012898e-04,9.998999999999993449e-01
1.000000000002725190e-04,9.998999999999996779e-01
1.000000000001968010e-04,9.998999999999997890e-01
1.000000000003790690e-04,9.998999999999995669e-01
1.000000000005163425e-04,9.998999999999994559e-01
1.000000000002395186e-04,9.998999999999997890e-01
1.000000000003042997e-04,9.998999999999996779e-01
1.000000000003820099e-04,9.998999999999996779e-01
1.000000000009472451e-04,9.998999999999990118e-01
1.000000000009711382e-04,9.998999999999990118e-01
1.000000000003096394e-04,9.998999999999996779e-01
9.999999999997554248e-05,9.999000000000000110e-01
1.000000000004038294e-04,9.998999999999995669e-01
1.000000000000712775e-04,9.998999999999999000e-01
1.000000000006793388e-04,9.998999999999993449e-01
1.000000000006227976e-04,9.998999999999993449e-01
1.000000000004015526e-04,9.998999999999995669e-01
1.000000000002314820e-04,9.998999999999997890e-01
1.000000000002590342e-04,9.998999999999997890e-01
9.999999999997828009e-05,9.999000000000000110e-01
1.000000000006064126e-04,9.998999999999993449e-01
